,cost,opt,ratio,time,V,E,R
425,20,18,1.1111111111111112,0.00030372501350939274,8,28,4
426,22,21,1.0476190476190477,0.0002317629405297339,13,78,3
427,52,52,1.0,0.0004487119731493294,9,36,7
428,37,37,1.0,0.00039716099854558706,10,45,6
429,50,50,1.0,0.0007059390190988779,19,171,7
430,39,37,1.054054054054054,0.00033180497121065855,13,78,6
431,21,19,1.105263157894737,0.00030860002152621746,20,190,3
432,43,37,1.162162162162162,0.00038922001840546727,8,28,4
433,46,46,1.0,0.0004931270377710462,19,171,7
434,27,27,1.0,0.00020744599169120193,14,91,5
435,36,35,1.0285714285714285,0.000366927997674793,16,120,4
436,21,21,1.0,0.0002389359869994223,10,45,5
437,42,42,1.0,0.0004835480358451605,19,171,7
438,43,43,1.0,0.0003348439931869507,9,36,5
439,27,27,1.0,0.0003534869756549597,20,190,3
440,48,46,1.0434782608695652,0.0007633459754288197,20,190,7
441,34,31,1.096774193548387,0.0007341550081036985,18,153,4
442,50,50,1.0,0.000503764022141695,18,153,7
443,35,32,1.09375,0.0004646510351449251,14,91,4
444,41,41,1.0,0.00022485904628410935,8,28,6
445,23,23,1.0,0.00019484496442601085,5,10,4
446,26,26,1.0,0.00024291407316923141,5,10,4
447,27,23,1.173913043478261,0.00045334099559113383,16,120,4
448,43,43,1.0,0.0004463939694687724,10,45,7
449,39,39,1.0,0.000511266989633441,12,66,6
450,23,23,1.0,0.0002944309962913394,18,153,3
451,55,54,1.0185185185185186,0.0005958070396445692,16,120,7
452,36,35,1.0285714285714285,0.0005110540078021586,19,171,6
453,44,44,1.0,0.00021883094450458884,5,10,6
454,22,22,1.0,0.00027313997270539403,8,28,3
455,35,35,1.0,0.00039151194505393505,7,21,4
456,29,28,1.0357142857142858,0.0003258839133195579,14,91,4
457,20,20,1.0,0.00032386096427217126,12,66,3
458,47,47,1.0,0.0003677560016512871,8,28,5
459,28,26,1.0769230769230769,0.00024260504869744182,9,36,3
460,31,31,1.0,0.0003541509504429996,18,153,4
461,36,36,1.0,0.00024266302352771163,6,15,4
