,cost,opt,ratio,time,V,E,R
227,130,130,1.0,0.0006187090184539557,12,11,7
228,96,96,1.0,0.0004726100596599281,10,9,6
229,34,34,1.0,0.0001555809867568314,3,2,2
230,128,128,1.0,0.0005201439489610493,17,16,4
231,40,40,1.0,0.00019427703227847815,9,8,4
232,86,86,1.0,0.00022968999110162258,11,10,3
233,94,94,1.0,0.0005989010096527636,17,16,7
234,160,160,1.0,0.000824280024971813,17,16,7
235,54,54,1.0,0.0002963190199807286,5,4,4
236,40,40,1.0,0.00021118001313880086,8,7,2
237,68,68,1.0,0.00026787398383021355,16,15,3
238,52,52,1.0,0.00018726498819887638,8,7,4
239,78,78,1.0,0.00023744098143652081,7,6,5
240,94,94,1.0,0.0005156150436960161,13,12,6
241,52,52,1.0,0.00025925005320459604,11,10,3
242,16,16,1.0,0.00014733901480212808,3,2,2
243,54,54,1.0,0.0002171620144508779,6,5,3
244,56,56,1.0,0.00025885802460834384,14,13,4
245,56,56,1.0,0.0002544709714129567,17,16,3
